"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0010817","BP","GO:0010817","regulation of hormone levels",484,0.319329389484791,1.45908535571653,2.17987785318718e-05,0.00347600946286162,0.00316355836657757,1372,"tags=24%, list=10%, signal=23%","Ccn3/Aldh8a1/Cyp2c24/Fgf23/Nmu/Edn2/Chga/Akr1c14/Ghrl/Ces2a/Nell2/Cyp17a1/Ptprn2/Casr/Sstr2/Tacr1/Ces2c/Neurod1/Rfx6/Igf2/Adh1c/Piwil4/Ffar2/Pde8b/Adora1/Sult1a1/Sstr1/Papss2/Bmp6/Scg5/Mep1a/Pex5l/Ces1e/Slc16a10/Edn3/Stim1/Hsd17b6/Abcb1a/Ppargc1a/Nr1h4/Sybu/Syt7/Bco1/Alox5/Hnf1b/Lepr/Selenom/Cyp3a9/Vgf/Ptger3/Agt/Hnf4a/Cpe/Vdr/Rasl10b/Nr0b2/Pim3/Nr1d1/Kalrn/C1qtnf3/Aldh1a2/Cftr/Snap25/Hdac1/Ptger4/Pcsk1n/Glrx/Cd38/Abat/Hadh/F2/Cry2/Ano1/Gna11/Cpq/Hsd3b3/Scnn1b/Plb1/Glul/Chrm3/Kcnb1/P2ry1/Pde1c/Myrip/Tm7sf3/Foxa1/Camk2n1/Gnaz/Sytl4/Akr1b1/Rab11fip1/Mcu/Trpm4/Plcb1/Cacna1h/Cacna1a/Fzd4/Hsd3b2/Ffar4/Adcy5/Slc39a14/Irs2/Clock/Ghr/Ndufaf2/Cacna1d/Adora3/Sri/Ucp2/Rdh13/Reln/Gnao1/Ace/Blk/Adh4/Pla2g3/Bmp2"
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production",428,-0.447052374942916,-1.56544843799972,2.86144261525578e-05,0.00384066443334986,0.00349543527748001,2160,"tags=27%, list=16%, signal=24%","Anxa1/Crlf2/Lilra5/Polr3f/Trim65/Panx1/Malt1/Traf3/Nlrp3/Ddit3/Il1r1/Glmn/Tlr2/Cd200/Hilpda/Cd6/Il15/Ccl4/Slamf1/Fcgr3a/Slc11a1/Tlr5/Ccn1/Adam8/Cd274/Cgas/Bcl3/Stat1/Cx3cl1/Klrk1/Mapk11/Clec7a/Serpinf2/Tmem106a/Tnfsf9/B2m/Eif2ak3/Fcgr2a/P2ry2/Il23r/Pde4b/RT1-M3-1/Cd226/Vtcn1/Scimp/Arid5a/Trim15/Clec4a/Cd3e/Sting1/RT1-CE16/Lgals9/Ager/Ccr7/Il36b/Ccr5/Heg1/Htr2b/Nfatc4/Carmil2/Calca/Eif2ak2/Mdk/Ccl2/Cadm1/Pou2af1/Il1b/Ikbke/Ccdc88b/Nox1/Cd28/Cd36/Serpine1/Irf3/Il12b/Cxcl17/Aim2/Ifih1/Ptgs2/Egr1/Ereg/Il10/Irf4/Tigit/Rora/Isl1/Il1a/Garin5a/Il12rb1/Ccl3/Postn/Hspb1/Clec4e/Nod2/Lbp/Mmp8/Chi3l1/Twist1/Ccl20/Tnf/Osm/Il6/Adipoq/Casp4/Rig1/Il23a/Dhx58/Gata3/Il17a/Oas3/Nos2/C3/Oas1a/Irf7/Rsad2/Il17c/Oas2"
"GO:0001906","BP","GO:0001906","cell killing",144,-0.56757224282653,-1.85454079811883,3.04552770460679e-05,0.00401011984139346,0.00364965869936818,1540,"tags=35%, list=11%, signal=31%","Il18rap/Raet1ll1/Klrk1/RT1-T24-4/Tap2/Clec7a/Gbp7/B2m/Fcgr2a/Prf1/Gzmm/RT1-M3-1/Cd226/Gbp2/Lag3/RT1-CE16/Lgals9/Nkg7/Ager/Ccr5/Mr1/Ccl2/Trem1/Cadm1/Tap1/Gbp4/Klrb1b/Klrc3/RT1-M2/Lyc2/Micb/Pla2g2a/Ripk3/Il12b/Sh2d1b2/RT1-S3/Klrd1/C6/Ceacam1/RT1-N3/RT1-CE1/RT1-T24-1/Gbp1/Cxcl6/Mill1/Il23a/Cxcl1/Nos2/C3/Serpinb3a"
"GO:0006066","BP","GO:0006066","alcohol metabolic process",279,0.360130298987134,1.57957814025635,4.66221657104891e-05,0.00556333561767196,0.00506325921359144,2049,"tags=28%, list=15%, signal=24%","Aqp8/Pck1/Akr1c14/Ces2a/Sptssb/Pmp22/Acer1/Apoa1/Ces2c/Tsku/Adh1c/Sult1a1/Bmp6/Hsd11b2/Ces1e/Prkaa2/Fgf1/Thrb/Itpka/Hsd17b6/Adcyap1r1/Bco1/Lepr/Sult2b1/Stard4/Aldh1a2/Itpk1/Cftr/Cyp39a1/Aldh1b1/Gpd1/Ipmk/Plcd1/Scnn1b/Plb1/Fmo5/P2ry1/Apob/Akr1b1/Plcb1/Abcg4/Cacna1h/Pctp/Shpk/Aldh3a2/Rdh13/Cyb5r3/Adh4/Bmp2/Msmo1/Aco2/Ephx2/Aplp2/Ephx1/Naaa/Kcnma1/Synj2/Nus1/Lima1/Coq2/Apoe/Myof/Pmvk/Hmgcs1/Erlin1/Pgp/Plpp2/Lipe/Myh9/Grk3/Ptk2b/Dhcr7/P2ry6/Pla2g4a/Fgfr4/Akr7a2/Ptafr/Lpcat3"
"GO:0006690","BP","GO:0006690","icosanoid metabolic process",88,0.50110812066855,1.91275008998738,5.9175143237607e-05,0.00630916344120922,0.00574204616063134,1704,"tags=38%, list=12%, signal=33%","Dpep1/Cyp2c24/Edn2/Ptgis/Akr1c14/Pla2g10/Cyp2d3/Hpgd/Cyp4f1/Gstm1/Cyp2c55/Ces2h/Tlr4/Alox5/Ptgs1/Cyp4f40/Akr1c15/Cyp2d2/Tbxas1/Lta4h/Ltc4s/Gsta2/Hpgds/Akr1b1/Cyp2t1/Mgst3/Pla2g3/Ephx1/Alox5ap/Alox12/Daglb/Cyp4f5/Pparg"
"GO:0045616","BP","GO:0045616","regulation of keratinocyte differentiation",33,-0.767661545290434,-2.03876155418635,7.07573020444369e-05,0.00720498020951153,0.00655733986525497,715,"tags=27%, list=5%, signal=26%","Grhl1/Foxc1/Cyp27b1/Krt36/Abca12/Msx2/Reg3g/Krt84/Reg3b"
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process",249,0.361123532251045,1.57249223402347,9.19202372670467e-05,0.00877493565010544,0.00798617535097775,2990,"tags=35%, list=22%, signal=28%","Dpep1/Sult4a1/Chst5/Hexb/Chst4/Chst9/Mical2/Tst/Ethe1/Ahcyl2/Gstm1/Them5/Sult1a1/Papss2/Cbs/Elovl6/Lpo/Acss2/Acss1/Sult2b1/Hnf4a/Acot7/Pxylp1/Cth/Nudt19/Xylt1/Gsta2/Sqor/Chst13/Papss1/Hpse/Sult1c2a/Nudt7/Cacna1a/Ugdh/Ghr/Mthfr/Chst3/Acot1/Ogdh/Mthfd1/Ndst1/Glrx5/Isca1/Mpst/Mcee/Amd1/Far2/Pmvk/Hmgcs1/Dip2a/Suclg2/Pipox/Hmgcl/Gamt/Acaa2/Ahcy/Acsl1/Mri1/Slc35d1/Sgsh/Tcf7l2/Dlst/Elovl7/Tpst2/Acadsb/Acot2/Pdk2/Iba57/Elovl5/Dlat/Far1/Iscu/Acot3/Mat2b/Mlycd/Suclg1/Acat1/Slc35b2/B4galnt3/Cs/Ndufab1/Chst8/Slc10a7/Enpp1/Tpk1/Pdhb/Sucla2"
"GO:0120254","BP","GO:0120254","olefinic compound metabolic process",105,0.45910931019912,1.79461506409969,0.000163624415745556,0.0134365555166539,0.0122287721241416,1447,"tags=32%, list=11%, signal=29%","Aldh8a1/Cyp2c24/Akr1c14/Ces2a/Cyp17a1/Cyp2d3/Ces2c/Adh1c/Cyp4f1/Cyp2c55/Bmp6/Hsd11b2/Ces1e/Bco2/Hsd17b6/Ppargc1a/Bco1/Alox5/Ptgs1/Cyp4f40/Aldh1a2/Scnn1b/Plb1/Cyp2d2/Akr1b1/Cyp2t1/Cacna1h/Rdh13/Gstm7/Adh4/Bmp2/Ephx2/Ephx1/Kcnma1"
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process",72,0.507347032218873,1.8528952032964,0.000237603196863013,0.0176172389751731,0.0160336628399231,3224,"tags=47%, list=24%, signal=36%","Fmo2/Aldob/Pc/Noct/Sarm1/Aldh1l1/Gpd1/Fmo5/Ido2/Shpk/Ogdh/Kcnab2/Ido1/Rpia/Nudt13/Prps1/Gpd1l1/Me1/Dlst/Idh3b/Prdx5/Taldo1/Mdh2/Nmnat3/Nudt17/Idh1/Tkt/Hnf1a/Me2/Hsd11b1/Nadsyn1/Idh3a/Nadk2/Kif1b"
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process",72,0.507347032218873,1.8528952032964,0.000237603196863013,0.0176172389751731,0.0160336628399231,3224,"tags=47%, list=24%, signal=36%","Fmo2/Aldob/Pc/Noct/Sarm1/Aldh1l1/Gpd1/Fmo5/Ido2/Shpk/Ogdh/Kcnab2/Ido1/Rpia/Nudt13/Prps1/Gpd1l1/Me1/Dlst/Idh3b/Prdx5/Taldo1/Mdh2/Nmnat3/Nudt17/Idh1/Tkt/Hnf1a/Me2/Hsd11b1/Nadsyn1/Idh3a/Nadk2/Kif1b"
"GO:0090257","BP","GO:0090257","regulation of muscle system process",213,0.367959300688814,1.55772879261445,0.000272250599590134,0.0196510313063057,0.0178846419047899,2476,"tags=32%, list=18%, signal=27%","Nmu/Edn2/Chga/Ghrl/Adora2b/Tacr1/Klf4/Adora1/Atp1a2/Gucy1a1/Ppargc1a/Kcnn4/Ptgs1/Gsn/Tnni2/Ptger3/Agt/Lmna/Foxp1/Adk/Ptger4/Abat/Chrm3/Ccn4/Ppara/Gja5/Chrm2/Pde5a/Prkca/Trpm4/Myocd/Cacna1h/Stc1/Akap6/Dock5/Pde9a/Sri/Pde4d/Hdac4/Smtn/Hand2/Dsp/Calm1/Kcnma1/Hrc/Kcnq1/Ank2/Ece1/Pkp2/Pparg/Foxo1/Fxyd1/Jup/Kit/Dsg2/Ehd3/Setd3/Yy1/Ptafr/Utrn/Dsc2/Smad7/Nr3c1/Rangrf/Atp2b1/Dag1/Foxo3/Atp1a1/Prkg1"
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus",366,-0.437549057307517,-1.52048864501891,0.000290707532922537,0.0203681965956827,0.0185373427318929,2162,"tags=27%, list=16%, signal=23%","Gpx2/Sema3a/Cck/Cd44/Sema4f/Kremen1/Trim65/RT1-Db1/Prkdc/Epha4/Nlrp3/Gp5/Robo2/Cd200/Syt11/Clec2d/Sema4c/Lamp2/Fbxl2/Dvl1/Spp1/Adar/Zfp36/Grin1/Dbn1/Cgas/Cx3cl1/Klrk1/Tap2/Serpinf2/Enpp3/Samhd1/Tnfrsf1b/Klkb1/Slit2/RT1-M3-1/Sema3e/Nrxn1/RT1-CE16/Lgals9/Trim21/Tnfaip3/Mdk/Phldb2/Ccl2/Tap1/Sema3f/Mir142/Tafa3/Adora2a/Angpt2/Stat2/Serpine1/Trafd1/Padi2/Irf3/Sema3c/Tnfaip6/Il12b/Cxcl17/St6gal1/Sh2d1b2/Socs3/Plau/Il10/Arg2/Rora/Isl1/Klrd1/Ceacam1/Pla2g5/Nod2/Nt5e/Ier3/Nlrc5/Acod1/Prdm1/Parp14/Irgm/Mill1/Tnf/Adipoq/Pglyrp1/Nlrp12/Dhx58/C1qtnf12/Gata3/Il17a/Oas3/Npy/Otop1/Oas1a/Usp18/Il22/Reg3g/Reg3b/Serpinb3a"
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition",155,-0.529852490997174,-1.73894769089609,0.000323151477927926,0.0218398923622617,0.0198767508966753,1154,"tags=18%, list=8%, signal=17%","Lef1/Notch4/Ager/Mdk/Phldb2/Wwtr1/Il1b/Nog/Wnt16/Tgfb2/Vegfa/Ednra/Fgfr2/Tbx3/Isl1/Spred3/Foxc1/Bambi/Has2/Fgf8/Twist1/Sp6/Msx1/Il6/Chrd/Gata3/Msx2/Serpinb3"
"GO:0006664","BP","GO:0006664","glycolipid metabolic process",77,0.493059759117392,1.83296238275736,0.000345031520471626,0.022913093233407,0.0208534840244773,1004,"tags=18%, list=7%, signal=17%","Dpep1/St6galnac4/Hexb/St6galnac6/Pgap1/Gal3st1/Fut4/St3gal3/Fa2h/Gal3st4/Pgap4/B3galt2/A4galt/St3gal2"
"GO:0006739","BP","GO:0006739","NADP metabolic process",43,0.574231296423667,1.91251874545266,0.000427432198909878,0.0265390219762174,0.0241534857458445,3224,"tags=51%, list=24%, signal=39%","Fmo2/Aldob/Pc/Noct/Aldh1l1/Fmo5/Shpk/Kcnab2/Rpia/Nudt13/Prps1/Me1/Prdx5/Taldo1/Nudt17/Idh1/Tkt/Hnf1a/Me2/Hsd11b1/Nadk2/Kif1b"
"GO:0002067","BP","GO:0002067","glandular epithelial cell differentiation",65,0.514398531013042,1.83828056259403,0.000447705965746718,0.0275736327452232,0.0250950975536976,1374,"tags=35%, list=10%, signal=32%","Muc2/Nr5a2/Insm1/Neurod1/Rfx6/Nkx2-2/Klf4/Agr2/Ascl1/Bmp6/Spdef/Fzd5/Foxp1/Cftr/Gata6/Foxa1/Rarb/Nfib/Clock/Hoxa5/Pdpk1/Bmp2/Xbp1"
"GO:0051336","BP","GO:0051336","regulation of hydrolase activity",217,-0.480454224738518,-1.6241713202127,0.000462209858193236,0.0279528003090482,0.0254401825517936,2476,"tags=26%, list=18%, signal=22%","Plxnb1/Plxna1/Arhgap15/Serpinb9/Psme1/Fas/Arhgap9/Cyct/Psme2/Tbc1d30/Anxa1/Rasgrp4/Sipa1/Nlrp3/Thy1/Ppp1r17/Arhgap25/Serpinb8/Cyfip2/Pidd1/Ccl4/Serpini1/Spink2/Bid/Serpinf1/Cx3cl1/Serpinf2/Serpina3a/Tiam1/Apoa5/Als2cl/Usp6nl/Tbc1d10c/Ccl5/Chn1/Ccl2/Chn2/Oasl/Ralgdsl3/Serpine1/Ccl12/Ccl7/Ccl11/Ccl3/Fetub/Ccl20/Gpihbp1/Serpinb2/Oas3/Oas1a/Oasl2/Oas1i/Oas1b/Ccl25/Oas2/Serpinb3a/Serpinb3"
"GO:0050433","BP","GO:0050433","regulation of catecholamine secretion",41,0.569138415833488,1.88753892468351,0.000492585619314953,0.0287166135473916,0.0261353382429621,1827,"tags=49%, list=13%, signal=42%","Chga/Adora2b/C5/Chrna7/Syt8/Syt7/Ptgs1/Ptger3/Agt/Syt13/Abat/Plcd1/Kcnb1/P2ry1/Syt15/Adora3/Cxcl12/Sdhd/Prkcb/Slc18a1"
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus",135,-0.530308767637182,-1.72013192634122,0.000581153264322263,0.0333704321776626,0.0303708350163823,1338,"tags=20%, list=10%, signal=18%","Samhd1/Slit2/Naip6/Ccl5/Sting1/Cd300lf/Ikbke/Stat2/Angpt1/Padi2/Irf3/Ifih1/Nlrc5/Parp14/Mmp8/Irgm/Parp9/Il6/Adipoq/Casp4/Rig1/Oas3/Otop1/Oas1a/Irf7/Zbp1/Usp18"
