,ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0004252,MF,GO:0004252,Serine-type endopeptidase activity,96,0.425913088,1.612362655,0.001678996,0.015490095,0.012050597,776,"tags=19%, list=5%, signal=18%",Prss22/Habp2/Mmp13/Cfi/Mmp8/Plg/Prss56/Klk10/Mmp9/Prss12/Pcsk9/F3/F10/Hpn/Htra4/Prss23/Plat/Hp
GO:0005125,MF,GO:0005125,Cytokine activity,122,0.436993728,1.659218035,0.000123032,0.001907733,0.00148413,997,"tags=30%, list=7%, signal=29%",Cxcl3/Cxcl6/Cxcl2/Wnt7b/Il17a/Cxcl1/Il17c/Il1a/Csf3/Wnt10a/Il1rn/Tnf/Cxcl10/Il1b/Il23a/Ccl3/Wnt3/Osm/Ccl12/Areg/Il22/Tnfsf11/Il6/Inhbb/Wnt6/Ccl17/Ccl20/Ltb/Ccl4/Ccl22/Thpol1/Mif/Cxcl16/Il12b/Tnfrsf11b/Lif/Inhba
GO:0097530,BP,GO:0097530,Granulocyte migration,135,0.444812598,1.674386043,1.43E-05,0.000353812,0.00027525,735,"tags=19%, list=5%, signal=18%",Cxcl3/Cxcl6/S100a8/S100a9/Cxcl2/Il17a/Cxcl1/Il1a/Cxcl10/Il1b/Cxcr2/Il23a/Ccl3/Ccl12/Csf3r/Tlr2/Sell/Anxa1/Ccr7/Adam8/Ccl17/Ccl20/Ccl4/Slamf1/Ccl22
GO:0000075,BP,GO:0000075,Cell cycle checkpoint signaling,166,0.472439788,1.828322554,7.72E-08,3.78E-06,2.94E-06,3412,"tags=45%, list=23%, signal=35%",Cdkn1a/Tipinl1/Orc1/Ier3/Prox1/Trip13/Cdk1/Cdt1/Mad2l1/Plk1/Clspn/Cdc14b/Klhl22/Parp9/Ticrr/Ccnb1/Dtl/Aurkb/Haspin/Fancd2/Chek1/Donson/Dtx3l/Knl1/Ttk/Rps27l/Cdc6/Bub1b/Eme1/Blm/Necab3/Zwilch/Ndc80/Timeless/Plk3/Rnaseh2b/H2ax/Gen1/Brca1/Cenpe/Kntc1/Birc5/Bub1/Tp53/Nsun2/Atr/Chek2/Rpa2/Pml/Topbp1/Inip/Tipin/Nabp1/Psmg2/Msh2/Mbtps2/Ccnd1/Rfwd3/Fem1b/Rad1/Mad2l1bp/Rpl26/Cdk5rap2/Mad1l1/Prpf19/Thoc5/Ints7/Muc1/Fzr1/Ints3/Zfp207/Pidd1/Dot1l/Zw10
GO:0032606,BP,GO:0032606,Type I interferon production,111,0.507904554,1.952154441,1.63E-06,5.61E-05,4.37E-05,3138,"tags=36%, list=21%, signal=29%",Mmp12/Oas2/Acod1/Trim15/Oas1a/Sting1/Irf7/Tlr2/Oas3/Dhx58/Ptprs/Cgas/Traip/Irgm/Klhl22/Hsp90aa1/Rel/Xaf1/Rig1/Polr3b/Trim27/Pola1/Polr3g/Irf8/Hspd1/Ddx56/Hmgb2/Gapdh/Banf1/Havcr2/G3bp1/Nploc4/Traf3/Ikbke/Stat1/Ifih1/Zc3hav1/Dhx9/Tank/Hmgb1
GO:0042742,BP,GO:0042742,Defense response to bacterium,194,0.543964991,2.182848659,2.86E-13,4.28E-11,3.33E-11,991,"tags=24%, list=7%, signal=23%",Mmp7/Lyg2/Defal1/Cxcl6/Defa6/Rnase9/Defa9/Defa24/Defa8/Gsdma/Nos2/Il17a/Pla2g2a/Wfdc18/Oas2/Lcn2/Tnf/Ppl/Il1b/Il23a/Wfdc21/Muc5b/Serpine1/Tlr2/Pgc/Oas3/Epha2/Bpifc/Anxa3/Reg3b/Gbp4/Bcl3/Casp4/Arg2/Slamf9/Clec4d/Clec4e/Nfkbiz/Pglyrp1/Rnf213/Hp/Irgm/Plac8/Lyc2/Rnase6/Il12b/Cyba
GO:0003735,MF,GO:0003735,Structural constituent of ribosome,196,0.603313166,2.407065432,6.72E-18,2.47E-15,1.92E-15,4098,"tags=71%, list=28%, signal=52%",LOC691716/LOC120100542/LOC100361180/Rps12l2/LOC100359505/RGD1559955/Rps27a-ps2/Rpl10a-ps1/Rps12l3/RGD1564606/Rpl26-ps9/Rps7-ps23/LOC100361854/Rps15al4/LOC680700/RGD1560124/Rsl24d1/Rpl27l1/LOC100360843/Rpl4-ps1/LOC100910714/LOC100362298/LOC100360573/LOC100362751/Rpl8-ps7/Rps27l/Rpl22l1/Rps20/LOC688684/Rpl9/Rps4x-ps9/LOC103690821/LOC100363469/LOC100364427/LOC499522/Rps12/Rps17-ps14/LOC108352861/Rps18/Rpl37l1/Rpl22-ps2/Rps17/LOC100365839/Rpl32/Rpl39/Rps15a/Rps3/Rpl38/Rps2/Rps21/RGD1562404/Rpl27/Rpl10a/Rpl17/Rps10/RGD1562402/Rpl12/Rps25/Rplp0/Rps13/RGD1565131/Rpl34/Rps28/Rps9/Rpl4/Rpl7l1/Rps5/Mrpl32/Rpl18a/Rpl37/Rps19/Rpl6/Rpl26/Mrps2/Rpl15/Rpl8/Rps16/Rps24/Rpl14/Rps23/Rpl11/Rps6/Rpl24/Mrps34/Rpl13a/Rps27a/Rpsa/Oscp1/Rps7/Rpl36al1/Mrpl21/Rpl22/Rpl30l1/Rps11/Rps15/Rpl7a/Rps8/Rpl35/Mrps18b/Rpl28/Rpl18/Mrpl54/Mrpl1/Rpl30/Rps4x/Mrpl55/RGD1560821/Rpl35a/Rplp2/Mrps7/Rpl19/Mrpl28/Rpl13/Ikzf4/Rpl3/Mrpl17/Rpl29/Mrpl4/Rpl23/Rpl10/Mrpl35/Rps14/Mrpl37/Mrpl43/Srbd1/Rpl37a/Rpl31/Rplp1/Mrpl19/Mrps18c/Mrps22/Mrpl20/Rpl23a/Mrpl46/Mrpl49/Rps3a/Mrpl22/LOC687780/Uba52
GO:0030216,BP,GO:0030216,Keratinocyte differentiation,107,0.616681422,2.337071449,5.94E-11,5.46E-09,4.25E-09,1388,"tags=31%, list=9%, signal=28%",Krt36/Dsg4/Tgm1/Il17a/Pnpla1/Cdkn2a/Sprr1a/Krt87/Msx2/Il1a/Krt17/Krt7/Krt84/Krt81/Krt75/Krt83/Epha2/Anxa1/Cdkn1a/Krt80/Reg3b/Grhl1/Cyp26b1/Etv4/Nfkbiz/Sfn/Ezh2/Trim16/Foxn1/Exph5/Slc39a2/Flnb/Tmem79
GO:0006364,BP,GO:0006364,rRNA processing,187,0.626379846,2.451261911,1.21E-19,7.22E-17,5.61E-17,3854,"tags=68%, list=26%, signal=51%",Cdkn2a/Heatr1/Fbl/Bop1/Shq1/Ddx21/Wdr12/Npm3/Rrp12/Npm1/Rcl1/Mrto4/Gar1/Utp18/Nop9/Bud23/Rrp9/Tsr1/Lyar/Nhp2/Naf1/Gtpbp4/Nol9/Utp4/Wdr43/Pa2g4/Utp15/Ddx10/Emg1/Rpf2/Nop2/Ftsj3/Snu13/Exosc2/Ddx18/Ebna1bp2/Ncl/Pwp2/Bysl/Tbl3/Eri1/Pwp1/Mettl18/Nol10/Rpp40/Rrp15/Ppan/Rrs1/Nifk/Rps17/Pes1/Nop14/Nol11/Mak16/Ddx27/Utp14a/Wdr36/Rps21/Rpp25/Mphosph10/Rrp8/Rrp1b/Rpl27/Pop4/LOC102551819/Nob1/Riok2/Rpl10a/Ythdf2/Eif4a3/Nat10/Utp3/Dhx37/Mrm3/Rps25/Wdr3/Wdr46/Pelp1/Brix1/Pdcd11/Rps28/Rpl7l1/Ddx54/Ddx49/Rps19/Nol8/Rpl26/Imp3/Rps16/Rps24/Rpl14/Ddx52/Rpl11/Rps6/Wdr18/Nsa2/Rpusd2/Wdr75/Rps7/Utp25/Fcf1/Utp20/Rps15/Rpl7a/Rps8/Rpl35/Urb1/Rbm34/Exosc8/Exosc7/Krr1/Rpl35a/Imp4/Nop10/Znhit6/Esf1/Rrp1/Utp6/Lsm6/Dcaf13/Pop7/Abt1/Rps14/Mtrex/Nvl/Rpf1/Dkc1/Ercc2
GO:0006261,BP,GO:0006261,DNA-templated DNA replication,137,0.655389166,2.506167961,1.07E-16,2.84E-14,2.21E-14,2869,"tags=54%, list=19%, signal=44%",Ooep/Ccne1/Tipinl1/Orc1/Gins1/Mcm3/Mcm5/Mms22l/Polg/Ccne2/Mcm6/Tk1/Rad51/Cdt1/Traip/Pole2/Mcm10/Dach1/Mcm7/Ticrr/Mcm4/Mcm2/Pcna/Samhd1/Rrm1/Baz1a/Donson/Cdc45/Cdc6/E2f7/Gins4/Gins2/Pole/Rfc5/Eme1/Orc6/Dbf4/Blm/Rfc2/Timeless/Pola1/Atad5/Rfc4/Gen1/Alyref/Prim2/Atr/Tonsl/Zpr1/Pold1/Pold2/Nuggc/Fbxo5/Primpol/Rfc3/Wdhd1/E2f8/Gins3/Topbp1/Zranb3/Recql4/Prim1/Tipin/Fam111a/Gmnn/Noc3l/Rfwd3/Pola2/Haus3/Lig1/Wdr18/Pole3/Polq/Mcmbp
