,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
rno04310,rno04310,Wnt signaling pathway,150,0.370242243,1.469410117,0.001065813,0.007243176,0.005151619,637,"tags=16%, list=4%, signal=15%",Mmp7/Notum/Dkk1/Wnt7b/Wif1/Fosl1/Wnt10a/Lgr5/Vangl2/Fzd10/Fzd9/Lef1/Axin2/Wnt3/Apcdd1/Tcf7/Sfrp2/Lgr6/Nkd1/Myc/Rnf43/Bambi/Wnt6/Ccnd2
rno04659,rno04659,Th17 cell differentiation,91,0.392199294,1.431774445,0.010019349,0.043330432,0.030818231,2894,"tags=34%, list=20%, signal=28%",Il17a/Il1b/Il23a/Il22/Il6/Cd3g/Foxp3/Gata3/Runx1/Cd3d/Il1rap/Hsp90aa1/Fos/Ebi3/Cd3e/Hsp90ab1/Nfkbia/Nfkbib/Il21r/Il2ra/Hif1a/Smad2/Tgfbr1/Nfkbie/Tgfb1/Cd247/Lat/Il4r/Ahr/Zap70/Stat1
rno05202,rno05202,Transcriptional misregulation in cancer,158,0.402694732,1.596162301,8.21E-05,0.000881433,0.000626908,2092,"tags=30%, list=14%, signal=26%",Defal1/Defa6/Defa9/Defa24/Defa8/RatNP-3b/Mmp3/Six4/Mmp9/Hmga2/Il1r2/Cdkn1a/Mycn/Il6/Myc/Mlf1/Cdk14/Etv4/Ccnd2/Hoxa9/Plat/Runx1/Nfkbiz/Bcl2a1/Rel/Tcf3/Arnt2/Ccna2/Gadd45g/LOC100359421/Runx1t1/Hist1h2ail1/Bcl2l1/Aspscr1/Tmprss2/Tp53/Dusp6/H3c13/Runx2/Nsd2/Cd86/Plau/Pml/Bcl11b/Bax/Jup/Taf15
rno04064,rno04064,NF-kappa B signaling pathway,89,0.418868249,1.550718455,0.003050893,0.01782364,0.012676842,3059,"tags=34%, list=21%, signal=27%",Cxcl3/Cxcl2/Cxcl1/Tnf/Il1b/Ptgs2/Tnfsf11/Ltb/Ccl4/Card14/Tnfaip3/Blnk/Bcl2a1/Rig1/Gadd45g/Bcl2l1/Nfkbia/Lyn/Trim25/Plau/Malt1/Lat/Cd40/Traf3/Icam1/Birc3/Zap70/Card10/Csnk2b/Card11
rno04115,rno04115,p53 signaling pathway,69,0.457122002,1.602632493,0.005400994,0.02766971,0.019679737,1736,"tags=35%, list=12%, signal=31%",Cdkn2a/Serpine1/Cdkn1a/Ccne1/LOC100359539/Rrm2/Serpinb5/Ccnd2/Ccne2/Bid/Cdk1/Tnfrsf10b/Gtse1/Ccnb1/Thbs1/Pmaip1/Chek1/Cdk4/Gadd45g/Bcl2l1/Tp53/Ccnb2/Atr/Chek2
rno04668,rno04668,TNF signaling pathway,107,0.499027258,1.855914893,4.50E-06,8.33E-05,5.92E-05,1126,"tags=21%, list=8%, signal=19%",Cxcl3/Cxcl6/Cxcl2/Cxcl1/Mmp3/Mmp9/Tnf/Cxcl10/Il1b/Ccl12/Ptgs2/Ripk3/Il6/Socs3/Bcl3/Ccl20/Tnfrsf1b/Tnfaip3/Fos/Lif/Pgam5/Junb
rno04110,rno04110,Cell cycle,147,0.569750581,2.231625365,5.99E-11,3.99E-09,2.84E-09,3091,"tags=50%, list=21%, signal=40%",Cdkn2a/Cdkn1a/Ccne1/Myc/Orc1/Mcm3/Mcm5/Ccnd2/Ccne2/Cdkn1c/Trip13/Cdk1/Mcm6/Ppp2r1b/Cdt1/Mad2l1/Plk1/Cdc14b/Mcm7/Ticrr/Mcm4/Ccnb1/Mcm2/Pcna/E2f2/Aurkb/Chek1/Cdca5/Cdk4/Knl1/Ttk/Cdc20/Cdc45/Cdc6/Ccna2/Bub1b/Gadd45g/E2f3/Orc6/Dbf4/Pkmyt1/Ndc80/Esco2/Ywhag/Bub1/Tp53/Mtbp/Ccnb2/Atr/Espl1/Chek2/Fbxo5/Sgo1/Skp2/Pttg1/Smad2/Tfdp1/Cdc25b/Tgfb1/Ccnd1/Ywhae/Cdk6/Mad2l1bp/Ywhah/Pds5a/Ywhaz/Anapc10/Mad1l1/Rbl1/Skp1/Cdc25c/E2f5/Fzr1
rno03010,rno03010,Ribosome,142,0.60932553,2.358715595,3.24E-13,5.39E-11,3.84E-11,4098,"tags=73%, list=28%, signal=53%",LOC683961/Rn5-8s/LOC100361180/Rpl10a-ps1/LOC100360522/Rps7-ps23/LOC100361854/Rn18s/Rsl24d1/LOC100360573/Rpl8-ps7/Rps27l/Rpl22l1/Rps20/LOC102555453/Rpl9/LOC103690821/Rps10l1/Rps12/Rps18/Rpl37l1/Rpl22-ps2/Rps17/Mrps10/Rpl32/Rpl39/Rps15a/Rps3/Rpl38/Rps2/Rps21/Rpl27/Rpl10a/Rpl17/Rps10/Rpl12/Rps25/Rplp0/Rps13/RGD1565131/Rpl34/Rps28/Rps9/Rpl4/Rps5/Mrpl32/Rpl18a/Rps19/Rpl6/Rpl26/Mrps2/Rpl15/Rpl8/Rps16/Rps24/Rpl14/Rps23/Rpl11/Rps6/Rpl24/Rpl13a/Rps27a/Rpsa/Rps7/Rpl36al1/Mrpl21/Rpl22/Rpl30l1/Rps11/Rps15/Rpl7a/Rps8/Rpl35/Rpl28/Rpl18/Mrpl1/Rpl30/Rps4x/RGD1560821/Rpl35a/Rplp2/Mrps7/Rpl19/Mrpl28/Rpl13/Rpl3/Mrpl17/Rpl29/Mrpl4/Rpl23/Rpl10/Mrpl35/Rps14/Rpl31/Rplp1/Mrpl19/Mrps18c/Mrpl20/LOC103690996/Rpl23a/Rps3a/Mrpl22/LOC687780/Uba52
rno03008,rno03008,Ribosome biogenesis in eukaryotes,74,0.649291267,2.306364918,8.89E-09,3.29E-07,2.34E-07,3848,"tags=76%, list=26%, signal=56%",Rn5-8s/Rn18s/Heatr1/Fbl/Nxt1/Ran/Nop58/Nop56/Rcl1/Gar1/Utp18/Nhp2/Gtpbp4/Pop1/Utp4/Wdr43/Utp15/Emg1/Gnl3/Rbm28/Snu13/Mdn1/Rpp38/Pwp2/Tbl3/Rpp40/Utp14a/Wdr36/Rpp25/Mphosph10/Ak6/Pop4/LOC102551819/Nob1/Riok2/Nat10/Gnl2/Tcof1/Nmd3/Wdr3/Xpo1/Xrn2/Imp3/Wdr75/Fcf1/Csnk2b/Imp4/Nop10/Lsg1/Utp6/Pop7/Gnl3l/Afg2a/Csnk2a2/Nvl/Dkc1
rno04657,rno04657,IL-17 signaling pathway,77,0.745050593,2.669508975,2.82E-14,9.38E-12,6.67E-12,910,"tags=35%, list=6%, signal=33%",Cxcl3/Cxcl6/Mmp13/S100a8/S100a9/Cxcl2/Il17a/Cxcl1/Il17c/Fosl1/Csf3/Mmp3/Mmp9/Lcn2/Tnf/Cxcl10/Il1b/Muc5b/Ccl12/Ptgs2/Il6/Ccl17/Ccl20/Mapk4/Hsp90aa1/Tnfaip3/Fos
