"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006936","BP","GO:0006936","muscle contraction",265,0.563019088908405,2.42365451159655,2.18979487802424e-11,1.53484713723335e-08,1.41341305763383e-08,1194,"tags=21%, list=8%, signal=19%","Myh1/Atp2a1/Actn3/Ttn/Tnni2/Myl1/Cacna1s/Mybpc1/Casq1/Tnnt3/Myh2/Scn4a/Scnn1b/Ryr1/Abat/Tlr4/Tcap/Ptgs2/Kcnd2/Tmod4/Trim63/Cacna2d1/Ptger3/Sgcd/Slc8a3/Trpa1/Ada/Glra1/Tbx2/Ptgs1/Edn1/Dsp/Tmem38a/Ccn2/Pde5a/Synm/Atp1a2/Gsn/Dmd/Kcnd3/Cald1/Asb15/Cav3/Atp8a2/Rock2/Chrm3/Tacr3/Pik3ca/Ednrb/Ctnna3/Scn4b/Nr4a1/Calcrl/Tnnc2/Cert1"
"GO:0051146","BP","GO:0051146","striated muscle cell differentiation",278,0.54764606650924,2.36636344976851,3.2461596884971e-11,2.08565759985938e-08,1.92064448236078e-08,779,"tags=13%, list=6%, signal=13%","Actn3/Ttn/Myoz1/Neb/Cacna1s/Trdn/Klhl41/Casq1/Nrap/Ankrd23/Tnnt3/Acta1/Mypn/Myo18b/Myom2/Ryr1/Synpo2l/Cav2/Bmp2/Isl1/Tcap/Alpk3/Cd9/Tmod4/Flnc/Sgcd/Ccnd2/Trim72/Cfl2/Edn1/Bmp4/Pgm5/Ldb3/Ccn3/Dll1/Dmd/Barx2"
"GO:0098798","CC","GO:0098798","mitochondrial protein-containing complex",251,-0.531166314520951,-2.19310844977134,4.35434444630054e-11,2.58246120622901e-08,2.37814196682568e-08,4350,"tags=67%, list=31%, signal=47%","Mrpl32/ND4/Chchd3/Ndufa10/Mrps18b/Ndufb9/Mrpl18/Mrps22/Grpel1/Pdk2/Atp5pd/Atp5mc3/Mrps34/Ndufa7/mrpl9/Bckdk/Trmt10b/COX2/Ndufs4/Ndufv3/Slc25a5/Mrps2/Mrpl42/Immt/Suclg1/Atp5f1b/Timm9/Timm22/Mrpl21/Ndufb8/Atp5pf/Mrpl48/Idh3g/Iscu/Fxn/Mrpl30/Mrpl23/Phb2/Polrmt/Ndufv1/Bax/Mrpl20/Nfs1/Sdhd/ATP8/C3h15orf48/Mrps28/Ndufc2/Ndufa4/Timm50/Uqcrc1/Ndufa13/Mrps26/Supv3l1/Tomm22/Mrpl40/Atp5pb/Pmpcb/Mrps25/Hsd17b10/Ndufv2/Ndufb5/Ndufs6/Phb1/Uqcrfs1/Mrpl57/Ndufs3/Ndufa5/Ndufs5/Mrps10/Mrpl35/Timm17b/Ndufs1/ND2/Mrpl52/Cox7a2/Mrpl2/Mrpl58/ND1/Tomm40/COX1/CYTB/mrpl24/Mrps36/Micos13/Sdhc/Mrpl19/Dnajc19/Ndufs7/Mrps27/Mcu/COX3/Mtx1/Mrpl41/Mrpl38/Mrps30/Sdhb/Cox4i1/Mrps21/Mrpl14/Mrps18a/Idh3b/Mrpl22/Ndufab1/Ndufb6/Mrpl10/Ndufb10/Pdhx/Atp5hl1/Timm10/Ndufc1/Mrps7/ATP6/Micu1/Mrps15/Mrpl36/Atp5mg/Pdhb/Tomm7/Tomm40l/Uqcrb/Cox5a/Cox6c/Ndufa6/Mrps11/Cyc1/Ndufb3/Dnajc15/Mrpl37/Mrpl4/Mrpl17/Mrpl28/Timm10b/Romo1/Atp5mc2/Mrpl49/Cox5b/Uqcrh/Pam16/ND6/Mrpl54/Ndufa12/mrpl11/Atp5po/Ndufa8/Atp5f1d/Mrpl55/Ndufa11/Ndufa2/Atp5me/Ndufs8/Mrps16/Ndufa3/Ndufb7/Mrpl12/Atp5mf/Cox6b1/Mcub/Uqcrq/Atp5mc1/Nsun4/Chchd10/Atp5mk/Cox7b/Uqcr10/Mrps12/Cox6a1/Ndufa4l2/Atp5mpl"
"GO:0015629","CC","GO:0015629","actin cytoskeleton",433,0.470000815892906,2.12834950671807,5.17111668860421e-11,2.84780783350989e-08,2.62249489207785e-08,1418,"tags=16%, list=10%, signal=15%","Myh1/Actn3/Ttn/Tnni2/Myl1/Myoz1/Ankrd23/Tnnt3/Acta1/Myh2/Myo18b/Synpo2l/Smtnl2/Ocm/Epha3/Myo5c/Sptb/Cnr1/Tmod4/Prkcb/Anxa1/Ahnak/Scnn1a/Atp12a/Filip1/Ppp1r9a/Myo9a/Cfl2/Arc/Pgm5/Itpka/Ldb3/Cobl/Ackr2/Gsn/Iqgap1/Barx2/Vcl/Cttnbp2nl/Cald1/Pstpip2/Synpo2/Scin/Cd274/Baiap2/Cdc42ep3/Nexn/Rflnb/Fermt2/Cgnl1/Mical2/Sh3pxd2a/Sorbs1/Svil/Tnnc2/Lpp/Wasl/Amot/Mapk8/LOC680875/Pdlim5/Synpo/Pdlim3/Limch1/Enah/Fmn1/Bmf/Map3k1"
"GO:0006941","BP","GO:0006941","striated muscle contraction",148,0.639710702627695,2.53158350710444,1.08521746558341e-10,5.57801777309873e-08,5.13669600376147e-08,879,"tags=19%, list=6%, signal=18%","Myh1/Atp2a1/Actn3/Ttn/Tnni2/Myl1/Cacna1s/Casq1/Tnnt3/Scn4a/Ryr1/Tlr4/Tcap/Cacna2d1/Sgcd/Slc8a3/Dsp/Tmem38a/Ccn2/Pde5a/Synm/Atp1a2/Gsn/Dmd/Kcnd3/Asb15/Cav3/Atp8a2"
"GO:0042692","BP","GO:0042692","muscle cell differentiation",379,0.484847234134398,2.16389450336982,1.29522669454945e-10,6.24137363436017e-08,5.74756845706319e-08,2469,"tags=29%, list=17%, signal=25%","Actn3/Ttn/Myoz1/Neb/Cacna1s/Trdn/Klhl41/Casq1/Nrap/Ankrd23/Tnnt3/Acta1/Mypn/Myo18b/Myom2/Ryr1/Synpo2l/Cav2/Bmp2/Isl1/Wnt4/Tcap/Alpk3/Cd9/Olfm2/Tmod4/Flnc/Sgcd/Ccnd2/Trim72/Tbx2/Cfl2/Ereg/Edn1/Bmp4/Pgm5/Ldb3/Ccn3/Pdcd4/Dll1/Dmd/Id2/Barx2/Foxf1/Cav3/Ifrd1/Mef2c/Ednrb/Svil/Sort1/Mamstr/Pdlim5/Cxcl12/Sorbs2/Tmem182/Hacd1/Bmpr1a/Pdgfra/Adm/Mef2a/Bves/Rbpj/Spag9/Sgcb/Akap6/Syne1/H3f3b/Popdc3/Fgf9/Ctdp1/Tmtc3/Bmpr2/Hes1/Gper1/Pmp22/Ppp3cb/Hdac9/Nr3c1/Itgb1/Prdm6/Dock5/Nln/Hdac5/Sema4c/Rb1/Map2k4/Rara/Foxp1/Myocd/Asb2/Adamts15/Hey1/Afg3l2/Tsc1/Homer1/Akap13/Ppp3ca/Rarb/Myh11/Il4r/Tcf23/Plec/Plpp7/Rora/Klf5/Sirt1/Frs2/Tmem204/Nfatc2/Ripor2/Tpm1"
"GO:0031672","CC","GO:0031672","A band",31,0.898640215922616,2.72541632160214,2.16472521050178e-10,9.81766551351103e-08,9.04091117327215e-08,312,"tags=29%, list=2%, signal=28%","Myh1/Atp2a1/Ttn/Klhl41/Obscn/Myh2/Myom2/Ank1/Trim63"
"GO:0015711","BP","GO:0015711","organic anion transport",337,-0.472690904871051,-2.02135636362142,4.01339038652098e-10,1.71906888222649e-07,1.58305954134994e-07,1651,"tags=23%, list=12%, signal=21%","Cptp/Syk/Fis1/Slc25a39/Lrp5/Kcnj10/Il1b/Slc2a9/Slc26a6/Tnfrsf11a/Ucp2/Slc39a5/Fabp3/Slc23a3/Ppard/Rbp7/Slc35b3/Dpysl2/Emb/Abcd4/Pparg/P2rx7/Slc4a11/Slco2a1/Ankh/Slc16a2/Slc25a11/Slc25a22/Folr2/Slc38a8/Slc52a2/Proca1/Slc22a1/Slc25a10/Slc25a1/RGD1565367/Slc13a2/Slc4a4/Slc26a7/Slc4a2/Gfap/Abcc8/Adcy10/Mfsd2a/Slc27a4/Snca/Adora2a/Slc27a3/Slc6a7/Il1a/Nr1h4/Crabp2/Slc7a7/Tnf/Abcc6/Pla2g2a/Slc39a4/Slc17a4/Fabp4/Pla2g2d/Car4/Slc16a11/Abcg2/Agt/Lep/Rbp2/Ace2/Abcb11/Slc23a1/Mttp/Slc51b/Ntrk2/Nr0b2/Slc7a9/Slc51a/Slc6a19/Fabp6/Slc5a12/Slc10a2"
"GO:0031032","BP","GO:0031032","actomyosin structure organization",191,0.586347079938504,2.40452677359847,4.94254272062777e-10,1.905350218802e-07,1.75460266582286e-07,1534,"tags=23%, list=11%, signal=21%","Ttn/Myoz1/Neb/Klhl41/Casq1/Nrap/Ankrd23/Tnnt3/Acta1/Mypn/Myo18b/Myom2/Synpo2l/Wnt4/Tcap/Tacstd2/Tmod4/Flnc/Arhgap28/Ppp1r9a/Tgfbr1/Cfl2/Edn1/Pgm5/Ldb3/Ccn2/Phldb2/Iqgap1/Cav3/Rock1/Rock2/Mef2c/Prkcq/Fermt2/Cgnl1/Sorbs1/Smad3/S1pr1/Synpo/Limch1/Pdgfra/Mef2a/Ppm1e/Trpm7"
"GO:0003779","MF","GO:0003779","actin binding",361,0.48549526399534,2.156298200021,4.77000180826296e-10,1.905350218802e-07,1.75460266582286e-07,1373,"tags=14%, list=10%, signal=13%","Myh1/Actn3/Ttn/Tnni2/Myoz1/Neb/Mybpc1/Nrap/Tnnt3/Myh2/Myo18b/Adss1/Synpo2l/Myo5c/Daam2/Sptb/Flnc/Scnn1a/Ppp1r9a/Akap5/Myo9a/Cfl2/Ldb3/Cobl/Dixdc1/Gsn/Dmd/Iqgap1/Vcl/Cald1/Prkce/Pstpip2/Jmy/Synpo2/Scin/Vash2/Nexn/Fermt2/Ipp/Ctnna3/Mical2/Clmn/Svil/Phactr2/Tnnc2/Wasl/LOC680875/Pdlim5/Synpo/Pdlim3/Limch1/Enah"
"GO:0007517","BP","GO:0007517","muscle organ development",293,0.506736143720997,2.20873833140876,9.74495290401685e-10,3.57778985190333e-07,3.29472217231046e-07,2081,"tags=28%, list=15%, signal=24%","Actn3/Ttn/Myoz1/Cacna1s/Klhl41/Casq1/Acta1/Ky/Myom2/Pax5/Cavin4/Mnx1/Ryr1/Rbfox1/Cav2/Bmp2/Isl1/Egr1/Jph1/Tcap/Hoxd10/Stra6/Pitx1/Col19a1/Mkx/Trim72/Wnt2/Tcf21/Ephb1/Tgfbr1/Cfl2/Bmp4/Fhl1/Dsp/Myom1/Dll1/Maff/Skil/Dmd/Barx2/Tgfb2/Foxn2/Foxp2/Mef2c/Svil/Tsc22d3/Nr4a1/Chat/Smad3/Nr1d2/S1pr1/Gpcpd1/Btg2/Tmem182/Bmpr1a/Fmr1/Cav1/Des/Adarb1/Bves/Rbpj/Sgcb/Creb1/Sox8/Popdc3/Lef1/Mbnl1/Ncor1/Akirin1/Lrp6/Pmp22/Ppp3cb/Hdac9/Itgb1/Nln/Hdac5/Rb1/Tgfbr3/Id3/Foxp1/Myocd/Asb2"
"GO:0010876","BP","GO:0010876","lipid localization",401,-0.438379611814697,-1.90140683095842,2.65520407690209e-09,9.30528337859777e-07,8.56906770272947e-07,1685,"tags=21%, list=12%, signal=19%","Ldlr/Sigmar1/Cptp/Syk/Gm2a/Xkr8/Fis1/Stard3nl/Il1b/Lrp1/Ano9/Tnfrsf11a/C3/Dbi/Fabp3/Abca7/Ppard/Rbp7/Abcd4/Cideb/Pparg/P2rx7/Trem2/Selenom/Ikbke/Pitpnm1/Ppara/Slco2a1/Slc25a11/Ano7/Gramd1a/Pnpla2/Osbpl10/Zc3h12a/Proca1/Xkr9/Lcat/Slc22a1/Slc25a10/Lrat/Xkr6/Crp/Gal/Mfsd2a/Slc27a4/Slc27a3/Apol7a/Apol9a/Il1a/Nr1h4/Crabp2/Rbp4/Tnf/Cidea/Lpl/Dgat2/Lbp/Pla2g2a/Abca17/Apoa1/Fabp4/Pla2g2d/Npc1l1/Abcg2/Pla2g4c/Cidec/Agt/Lep/Adipoq/Rbp2/Abca12/Gpihbp1/Abcb11/Spp1/Apod/Mttp/Retn/Slc51b/Nr0b2/Slc51a/Pdzk1/Fabp6/Slc10a2"
"GO:0005179","MF","GO:0005179","hormone activity",51,-0.737052833678634,-2.37833441946545,1.05554526749359e-08,3.53837130972852e-06,3.25842234748022e-06,1505,"tags=49%, list=11%, signal=44%","Sst/Crhr2/Calcb/C1qtnf12/Vip/Metrn/C1qtnf9/Stc1/Inha/Gal/Fbn1/Sct/Apln/Inhbb/Npy/Apela/Thpol1/Igf1/Agt/Lep/Adipoq/Retn/Prl2a1/Reg3g/Reg3b"
"GO:0060537","BP","GO:0060537","muscle tissue development",403,0.447238224430629,2.02275569885885,1.28462389365417e-08,4.01708598964498e-06,3.69926206569122e-06,2285,"tags=28%, list=16%, signal=24%","Actn3/Ttn/Myoz1/Neb/Cacna1s/Klhl41/Casq1/Nrap/Acta1/Myo18b/Myom2/Pax5/Ryr1/Rbfox1/Cav2/Bmp2/Isl1/Egr1/Tcap/Alpk3/Ptch1/Bmp5/Hoxd10/Stra6/Pitx1/Sgcd/Col19a1/Kcnj11/Ccnd2/Wnt2/Tcf21/Tbx2/Ephb1/Tgfbr1/Cfl2/Edn1/Bmp4/Pgm5/Dsp/Myom1/Dll1/Maff/Skil/Dmd/Id2/Barx2/Bmp7/Tgfb2/Cav3/Ifrd1/Foxn2/Pkd2/Foxp2/Mef2c/Pim1/Svil/Tsc22d3/Nr4a1/Smad3/Nr1d2/Pdlim5/S1pr1/Gpcpd1/Btg2/Sorbs2/Bmpr1a/Pdgfra/Cav1/Mef2a/Bves/Rbpj/Zfand5/Sgcb/Akap6/Creb1/Sox8/Syne1/Popdc3/Fgf9/Ctdp1/Lef1/Mbnl1/Ncor1/Akirin1/Lrp6/Dsg2/Pmp22/Ppp3cb/Sema3c/Hdac9/Nr3c1/Itgb1/Nln/Tiparp/Hdac5/Rb1/Map2k4/Tgfbr3/Rara/Foxp1/Myocd/Asb2/Kcnk2/Hey1/Erbb3/Tsc1/Homer1/Akap13/Ppp3ca/Marcks/Rarb/Myh11"
"GO:0005743","CC","GO:0005743","mitochondrial inner membrane",331,-0.45164684810127,-1.93475670006155,1.30255706538423e-08,4.01708598964498e-06,3.69926206569122e-06,3980,"tags=54%, list=28%, signal=40%","Letmd1/Shmt2/Sirt3/Trmt10b/COX2/Ndufs4/Ndufv3/Slc25a5/Capn10/Sfxn1/Coq6/Immt/Uqcc1/Tmem186/Smim20/Atp5f1b/Dusp18/Uqcc5/Timm9/Timm22/Etfdh/Ndufb8/Atp5pf/Sco1/Sirt4/Phb2/Mtg2/Stoml2/Ndufv1/Aifm1/Sdhd/ATP8/C3h15orf48/Eral1/Mtg1/Ndufc2/Pla2g4b/Letm1/Ndufa4/Dmac1/Plscr3/Timm50/Uqcrc1/Ndufa13/Atp5pb/Slc25a27/Ndufv2/Ndufb5/Coq2/Fdx1/Slc27a1/Ndufs6/Phb1/Uqcrfs1/Ndufs3/Ndufa5/Ndufs5/Ttc19/Timm17b/Coq3/Slc25a20/Sphk2/Endog/Ndufs1/Ndufaf3/ND2/Coq5/Mtfp1/Cox7a2/Psen1/Uqcc6/ND1/Mpv17/Tomm40/COX1/Coq9/CYTB/Micos13/Sdhc/Dnajc19/Ndufs7/Acadvl/Mcu/COX3/Surf1/Tmem177/Sdhb/Cox4i1/Hspe1/Ndufab1/Timm8b/Ndufb6/Ndufb10/Pgs1/Atp5hl1/Tmem11/Higd1a/Apex2/Timm10/Ndufc1/Alas1/ATP6/Micu1/Coa8/Bok/Pla2g6/Pde2a/Abcb8/Atp5mg/Ldhd/Uqcrb/Uqcc3/Cox5a/Uqcc4/Slc25a39/Cox6c/Ndufa6/Cyc1/Slc25a40/Ndufb3/Dnajc15/Coq7/Timm10b/Crat/Cnp/Romo1/Atp5mc2/Cyp1a1/Uqcc2/Cox5b/Uqcrh/Ucp2/Sqor/Efhd1/Aifm3/Pam16/Tmem223/ND6/Ndufa12/Atp5po/Ndufa8/Atp5f1d/Ndufa11/Ndufa2/Atp5me/Ndufs8/Ambp/Ndufa3/Ndufb7/Oma1/Slc25a11/Atp5mf/Slc25a22/Cox6b1/Mcub/Uqcrq/Atp5mc1/Chchd10/Atp5mk/Ckmt1/Slc25a10/Fdxr/Cox7b/Slc25a1/Uqcr10/Coa3/Fgr/Cox6a1/Ndufa4l2/Snca/Chdh/Atp5mpl/Hsd3b1/Rsad2/Myoc/Otc/Alas2/Cps1"
"GO:0046942","BP","GO:0046942","carboxylic acid transport",282,-0.470799052931542,-1.97419503939944,1.83425651050938e-08,5.23782136889901e-06,4.82341526837652e-06,1216,"tags=20%, list=9%, signal=19%","Fabp3/Slc23a3/Ppard/Rbp7/Dpysl2/Emb/Abcd4/Pparg/P2rx7/Slco2a1/Slc16a2/Slc25a11/Slc25a22/Folr2/Slc38a8/Proca1/Slc22a1/Slc25a10/Slc25a1/RGD1565367/Slc13a2/Slc26a7/Gfap/Abcc8/Mfsd2a/Slc27a4/Snca/Adora2a/Slc27a3/Slc6a7/Il1a/Nr1h4/Crabp2/Slc7a7/Tnf/Abcc6/Pla2g2a/Fabp4/Pla2g2d/Slc16a11/Abcg2/Agt/Lep/Rbp2/Ace2/Abcb11/Slc23a1/Slc51b/Ntrk2/Nr0b2/Slc7a9/Slc51a/Slc6a19/Fabp6/Slc5a12/Slc10a2"
"GO:0015849","BP","GO:0015849","organic acid transport",284,-0.470776877645105,-1.97030627366681,1.83411835935317e-08,5.23782136889901e-06,4.82341526837652e-06,1216,"tags=20%, list=9%, signal=19%","Fabp3/Slc23a3/Ppard/Rbp7/Dpysl2/Emb/Abcd4/Slc29a4/Pparg/P2rx7/Slco2a1/Slc16a2/Slc25a11/Slc25a22/Folr2/Slc38a8/Proca1/Slc22a1/Slc25a10/Slc25a1/RGD1565367/Slc13a2/Slc26a7/Gfap/Abcc8/Mfsd2a/Slc27a4/Snca/Adora2a/Slc27a3/Slc6a7/Il1a/Nr1h4/Crabp2/Slc7a7/Tnf/Abcc6/Pla2g2a/Fabp4/Pla2g2d/Slc16a11/Abcg2/Agt/Lep/Rbp2/Ace2/Abcb11/Slc23a1/Slc51b/Ntrk2/Nr0b2/Slc7a9/Slc51a/Slc6a19/Fabp6/Slc5a12/Slc10a2"
"GO:0032982","CC","GO:0032982","myosin filament",12,0.947070781501567,2.29018051533957,2.23934559876127e-08,6.16619805944622e-06,5.67834062543037e-06,47,"tags=33%, list=0%, signal=33%","Myh1/Mybpc1/Myh2/Myo18b"
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity",167,-0.532339485237359,-2.09662169543722,4.08880976515128e-08,1.08705942376953e-05,1.00105342526118e-05,976,"tags=21%, list=7%, signal=20%","Slc26a6/Ucp2/Slc39a5/Slc23a3/Slc35b3/Slc4a11/Slco2a1/Ankh/Slc16a2/Slc25a11/Slc25a22/Slc38a8/Slc52a2/Slc22a1/Slc25a10/Slc25a1/RGD1565367/Slc13a2/Slc4a4/Slc26a7/Slc4a2/Mfsd2a/Slc6a7/Slc7a7/Slc39a4/Slc16a11/Abcg2/Abcb11/Slc23a1/Slc51b/Slc7a9/Slc51a/Slc6a19/Slc5a12/Slc10a2"
"GO:0045214","BP","GO:0045214","sarcomere organization",37,0.845047677620622,2.63940215823739,5.52044811295904e-08,1.41875516503047e-05,1.30650605340031e-05,637,"tags=35%, list=5%, signal=34%","Ttn/Myoz1/Casq1/Ankrd23/Tnnt3/Mypn/Myom2/Synpo2l/Tcap/Flnc/Cfl2/Edn1/Ldb3"
"GO:0051015","MF","GO:0051015","actin filament binding",188,0.548311737100826,2.24111485410146,6.20193441660047e-08,1.52615248409736e-05,1.40540630831275e-05,1154,"tags=13%, list=8%, signal=12%","Myh1/Actn3/Ttn/Neb/Nrap/Myh2/Myo18b/Adss1/Myo5c/Sptb/Flnc/Ppp1r9a/Myo9a/Cfl2/Gsn/Iqgap1/Vcl/Pstpip2/Scin/Nexn/Fermt2/Ctnna3/Clmn/Svil"
"GO:0006869","BP","GO:0006869","lipid transport",353,-0.440430906074101,-1.89727272227518,6.33422561493069e-08,1.52615248409736e-05,1.40540630831275e-05,1685,"tags=21%, list=12%, signal=19%","Ldlr/Sigmar1/Cptp/Syk/Gm2a/Xkr8/Fis1/Stard3nl/Il1b/Lrp1/Ano9/Tnfrsf11a/Dbi/Fabp3/Abca7/Ppard/Rbp7/Abcd4/Cideb/Pparg/P2rx7/Trem2/Selenom/Pitpnm1/Slco2a1/Slc25a11/Ano7/Gramd1a/Osbpl10/Proca1/Xkr9/Lcat/Slc22a1/Slc25a10/Lrat/Xkr6/Gal/Mfsd2a/Slc27a4/Slc27a3/Apol7a/Apol9a/Il1a/Nr1h4/Crabp2/Rbp4/Tnf/Cidea/Lbp/Pla2g2a/Abca17/Apoa1/Fabp4/Pla2g2d/Npc1l1/Abcg2/Cidec/Agt/Lep/Adipoq/Rbp2/Abca12/Gpihbp1/Abcb11/Spp1/Apod/Mttp/Retn/Slc51b/Nr0b2/Slc51a/Pdzk1/Fabp6/Slc10a2"
"GO:0016529","CC","GO:0016529","sarcoplasmic reticulum",66,0.725593854245641,2.50490957578225,9.4784676822394e-08,2.2145147221232e-05,2.03930668314848e-05,900,"tags=27%, list=6%, signal=26%","Atp2a1/Cacna1s/Trdn/Klhl41/Casq1/Pygm/Ryr1/Ank1/Jph1/Thbs4/Camk2b/Cacna2d1/Sgcd/Tmem38a/Itpr2/Agl/Sln/P3h2"
"GO:0036379","CC","GO:0036379","myofilament",12,0.934497425756389,2.25977597229751,1.63519175814794e-07,3.70803778097664e-05,3.41466514201481e-05,274,"tags=42%, list=2%, signal=41%","Ttn/Tnni2/Tnnt3/Acta1/Tmod4"
