"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"rno00630","rno00630","Glyoxylate and dicarboxylate metabolism",27,0.744013180898931,2.85926977421992,4.56254944680809e-09,1.33143488402309e-07,6.54911403848051e-08,2613,"tags=78%, list=19%, signal=63%","Pgp/Gcsh/Acat2/Shmt1/Acss1/Acat1/Grhpr/Mcee/Pcca/Mdh2/Dld/Acss2/Mdh1/Amt/Pccb/Hyi/Aco2/Gldc/Aco1/Shmt2/Cs"
"rno04061","rno04061","Viral protein interaction with cytokine and cytokine receptor",62,-0.676789557036048,-2.04695935282373,5.63034734542763e-09,1.50611791490189e-07,7.40835177029952e-08,2283,"tags=58%, list=17%, signal=48%","Csf1/Ccl25/Ccl3/Cx3cr1/Cxcl14/Ccl24/Ccl27/Cxcl2/Tnfrsf14/Csf1r/Cxcr4/Ccl4/Ccr2/Pf4/Ccl22/Ccl17/Cxcl1/Il6r/Ccl12/Il10ra/Il2rg/Cxcr2/Ccr3/Ccr5/Cxcl12/Ccl7/Ccl2/Ccr9/Cxcr3/Il2ra/Il2rb/Ccr6/Ccr7/Ccl5/Ccl11/Xcr1"
"rno04640","rno04640","Hematopoietic cell lineage",71,-0.670897796909151,-2.04830967302959,7.07063555235464e-09,1.74590308638911e-07,8.58781646034977e-08,2283,"tags=59%, list=17%, signal=49%","Csf1/Il1a/Il3ra/Fcgr1a/Csf2ra/Itgam/Cd36/Cd33/Cd2/RT1-DOa/Siglech/RT1-Da/Csf1r/Flt3/Cd7/Il1r1/RT1-Bb/Il9r/Itga1/Il1b/RT1-Ba/Itgb3/Il6r/Cd34/Cd37/Csf3r/Il2ra/Cd3d/Il7r/Cd8b/Itga4/Ms4a1/Cd8a/Cd22/Cd5/RT1-Db1/Cr2/Cd3e/Itga2b/RT1-DOb/Csf3/Cd19"
"rno04610","rno04610","Complement and coagulation cascades",49,-0.718417844440988,-2.1116134566081,8.41992884934165e-09,1.80186477375911e-07,8.863082999307e-08,2381,"tags=78%, list=18%, signal=64%","Serpine2/Pros1/Thbd/Clu/C1qb/C3ar1/Itgb2/C1qa/Itgam/F2rl2/Procr/C1qc/Vwf/Masp1/Cfd/Cfh/Itgax/F2rl3/Bdkrb2/Plau/C3/F2r/Serping1/C1r/Serpinb2/C6/A2m/F10/C1s/C4b/C2/F8/Cr2/Bdkrb1/Serpinf2/Klkb1/Cfi/C4a"
"rno04974","rno04974","Protein digestion and absorption",70,-0.665270335802576,-2.02911580753474,8.13955660878085e-09,1.80186477375911e-07,8.863082999307e-08,1969,"tags=49%, list=15%, signal=42%","Col9a3/Col8a2/Col20a1/Col22a1/Fxyd2/Col18a1/Col24a1/Col4a2/Col8a1/Col4a1/Col5a2/Atp1b2/Eln/Col16a1/Col1a2/Col12a1/Col3a1/Col6a3/Slc8a3/Col1a1/Col4a3/Col5a1/Cpa3/Col5a3/Col6a2/Col6a1/Slc7a9/Col14a1/Col27a1/Col4a5/Col11a2/Col6a4/Col4a6/Col6a5"
"rno04380","rno04380","Osteoclast differentiation",119,-0.590528800237762,-1.85783825226887,1.58963409628803e-08,3.18920340567786e-07,1.56871785817898e-07,2618,"tags=39%, list=19%, signal=32%","Tnf/Tgfbr2/Map3k14/Mapk12/Csf1/Il1a/Tyrobp/Fcgr2b/Tnfrsf11b/Trem2/Btk/Fcgr2a/Spi1/Ncf4/Fcgr1a/Lck/Lilrc2/Mitf/Ctsk/Ncf1/Ncf2/Csf1r/Socs3/Socs1/Mapk11/Sirpa/Il1r1/Il1b/Fosb/Itgb3/Lilrb1/Fyn/Pirb/Pira2/Fcgr3a/Tgfb2/Lilra5/Akt3/Lcp2/Pik3cd/Irf9/Lilrb2/Camk4/Oscar/Tnfsf11/Lilrb3/Lilrb4"
"rno04659","rno04659","Th17 cell differentiation",87,-0.628140435662061,-1.93845614885017,2.57720852380909e-08,4.86637609495717e-07,2.39369212737687e-07,2647,"tags=41%, list=20%, signal=33%","Plcg1/Tgfbr2/Ahr/Il23a/Mapk12/Lck/Ebi3/RT1-DOa/RT1-Da/Il17f/Il17a/Mapk11/Il1r1/RT1-Bb/Il1b/RT1-Ba/Il6r/Il2rg/Il2ra/Il2rb/Prkcq/Cd3d/Il23r/Cd247/Rora/RT1-Db1/Foxp3/Gata3/Lat/Zap70/Cd3e/Il21r/Il22/Il12rb1/Irf4/RT1-DOb"
"rno04662","rno04662","B cell receptor signaling pathway",74,-0.645930602993789,-1.97610142177799,5.41322580838875e-08,9.65358602495994e-07,4.74844369156908e-07,2228,"tags=38%, list=17%, signal=32%","Fcgr2b/Ifitm1/Btk/Lilrc2/Vav1/Rasgrp3/Vav2/Inpp5d/Cd72/Card11/Prkcb/Lilrb1/Cd79b/Pirb/Pira2/Dapp1/Lilra5/Akt3/Blk/Pik3cd/Cd22/Cr2/Lilrb2/Lilrb3/Lilrb4/Cd79a/Cd81/Cd19"
"rno04015","rno04015","Rap1 signaling pathway",184,-0.531636332354163,-1.69016251058329,6.2396437292949e-08,1.00146281855183e-06,4.92603452312755e-07,3069,"tags=40%, list=23%, signal=31%","Plcb1/Pard6g/Igf1r/Rapgef3/Pdgfc/Gnao1/Mras/Dock4/Fgf7/Plcg1/Lpar1/Adora2a/Prkd3/Fgfr2/Lpar3/Evl/Efna2/Ngfr/Mapk12/Csf1/Kdr/Pgf/Pdgfd/Rassf5/Sipa1/Itgb2/Flt4/Pdgfb/Itgam/Adcy2/Thbs1/Vav1/Rasgrp3/Vav2/Fgfr1/Flt1/Fgf9/Csf1r/Mapk11/Apbb1ip/Prkcb/F2rl3/Prkcg/Fgf20/Pfn2/Itgb3/Hgf/Itgal/Angpt2/Fyb1/Rgs14/Adcy5/Angpt4/Vegfa/Akt3/F2r/Pdgfra/Lcp2/Arap3/Adcy8/Skap1/Adcy7/Pik3cd/Igf1/Plcb2/Pdgfrb/Lat/Angpt1/Itga2b/Adcy4/Fgf10/Rasgrp2/Cnr1/Fgf2"
"rno04151","rno04151","PI3K-Akt signaling pathway",278,-0.502123064574384,-1.60662664626385,6.2396437292949e-08,1.00146281855183e-06,4.92603452312755e-07,3037,"tags=35%, list=23%, signal=28%","Igf1r/Rps6kb2/Syk/Epor/Pspn/Bcl2l11/Pdgfc/Gng11/Itgb7/Fgf7/Lpar1/Lpar6/Nr4a1/Lamc1/Pik3ap1/Fgfr2/Lpar3/Efna2/Ngfr/Csf1/Il3ra/Kdr/Faslg/Ret/Pgf/Osmr/Pdgfd/Col9a3/Flt4/Pdgfb/Nos3/Thbs1/Lama5/Vwf/Fgfr1/Flt1/Thbs2/Osm/Fgf9/Csf1r/Flt3/Lamb2/Itga11/Ereg/Itga1/Thbs3/Fgf20/Itgb3/Hgf/Il6r/Lama4/Fn1/Irs1/Col4a2/Itga8/Angpt2/Bdnf/Pik3r6/Csf3r/Gnb4/Col4a1/Il2rg/Pik3r5/Angpt4/Vegfa/Col1a2/Akt3/Itga9/F2r/Pdgfra/Il2ra/Il2rb/Lama2/Col6a3/Il7r/Itga4/Col1a1/Col4a3/Pik3cd/Creb5/Col6a2/Tnn/Igf1/Col6a1/Pdgfrb/Angpt1/Itga2b/Col4a5/Fgf10/Col6a4/Col4a6/Gng8/Lama1/Fgf2/Col6a5/Csf3/Cd19"
"rno04510","rno04510","Focal adhesion",173,-0.540340114469754,-1.71714845461124,7.82044248999582e-08,1.19541049489936e-06,5.88003194736528e-07,2194,"tags=32%, list=16%, signal=27%","Kdr/Pgf/Parvb/Pdgfd/Col9a3/Flt4/Pdgfb/Shc2/Parvg/Thbs1/Vav1/Vav2/Lama5/Vwf/Shc4/Flt1/Cav1/Thbs2/Myl9/Lamb2/Itga11/Prkcb/Itga1/Thbs3/Prkcg/Itgb3/Hgf/Lama4/Fyn/Fn1/Col4a2/Itga8/Col4a1/Ppp1r12b/Vegfa/Col1a2/Akt3/Itga9/Pdgfra/Lama2/Col6a3/Itga4/Col1a1/Col4a3/Pik3cd/Col6a2/Tnn/Igf1/Col6a1/Pdgfrb/Itga2b/Col4a5/Col6a4/Col4a6/Lama1/Col6a5"
"rno03030","rno03030","DNA replication",33,0.657174104600986,2.67032402297117,1.08280542916756e-07,1.57991155801266e-06,7.77133083134611e-07,2886,"tags=70%, list=21%, signal=55%","Fen1/Mcm6/Pcna/Mcm5/Rfc3/Prim1/Mcm7/Mcm3/Rfc5/Pole3/Prim2/Rnaseh2b/Rpa3/Pola1/Rpa1/Mcm2/Pold2/Pole2/Rfc2/Mcm4/Rpa2/Pold1/Rfc4"
"rno04630","rno04630","JAK-STAT signaling pathway",108,-0.584150704396478,-1.82401708190259,1.90140754270975e-07,2.65370357047752e-06,1.30531410254674e-06,2959,"tags=41%, list=22%, signal=32%","Stat2/Epor/Il6st/Thpol1/Crebbp/Il12a/Il12rb2/Ifnlr1/Il15/Il23a/Il3ra/Pim1/Lepr/Osmr/Fhl1/Csf2ra/Pdgfb/Lif/Clcf1/Osm/Socs3/Socs1/Il9r/Csf2rb/Il6r/Csf3r/Il10ra/Lifr/Il2rg/Akt3/Pdgfra/Il2ra/Il2rb/Il7r/Il23r/Pik3cd/Il22ra2/Irf9/Pdgfrb/Aox1/Il21r/Il22/Il12rb1/Csf3"
"rno05323","rno05323","Rheumatoid arthritis",67,-0.649731554085413,-1.97485926622064,2.63095799453939e-07,3.51890631769643e-06,1.73089341746012e-06,2654,"tags=54%, list=20%, signal=43%","Ccl20/Tnf/Il15/Il23a/Csf1/Il1a/Ccl3/Itgb2/Tcirg1/Ctsk/RT1-DOa/Cxcl2/RT1-Da/Flt1/Il17a/Tgfb3/RT1-Bb/Il1b/RT1-Ba/Cxcl1/Ccl12/Itgal/Atp6v1c2/Cxcl12/Tgfb2/Vegfa/Icam1/Ccl2/RT1-Db1/Mmp3/Angpt1/Tnfsf11/Ccl5/Cd80/Cd28/RT1-DOb"
"rno00020","rno00020","Citrate cycle (TCA cycle)",29,0.676865168159137,2.62560275080591,2.84354030467182e-07,3.65110575119862e-06,1.79592019242431e-06,2794,"tags=83%, list=21%, signal=66%","Pck1/Pc/Fh/Sdhd/Sdhc/Suclg1/Idh1/Sdha/Sucla2/Pdhb/Idh3a/Idh3b/Mdh2/Dld/Sdhb/Mdh1/Suclg2/Idh3g/Dlst/Aco2/Dlat/Aco1/Cs/Pdha1"
"rno05321","rno05321","Inflammatory bowel disease",47,-0.684993434879962,-2.00406961733398,3.05516366701838e-07,3.77195206581885e-06,1.85536255082088e-06,2618,"tags=57%, list=19%, signal=46%","Tnf/Il12a/Il12rb2/Il23a/Il1a/RT1-DOa/RT1-Da/Maf/Il17f/Il17a/Tlr5/Tgfb3/RT1-Bb/Il1b/RT1-Ba/Il2rg/Nod2/Tgfb2/Il23r/Rora/RT1-Db1/Foxp3/Gata3/Il21r/Il22/Il12rb1/RT1-DOb"
"rno00620","rno00620","Pyruvate metabolism",40,0.593058445945348,2.50378043111438,3.70394853183987e-07,4.40358325452073e-06,2.16605177300577e-06,3848,"tags=75%, list=29%, signal=54%","Pck1/Adh1c/Pc/Fh/Adh4/Acat2/Acss1/Aldh1b1/Ldha/Acat1/Grhpr/Aldh9a1/Pdhb/Mdh2/Glo1/Dld/Me2/Acss2/Mdh1/Ldhd/Dlat/Me1/Aldh3a2/Akr1a1/Pdha1/Pkm/Pck2/Aldh7a1/Hagh/Adh7"
"rno05200","rno05200","Pathways in cancer",444,-0.450144013005458,-1.45175333641535,4.00322685930124e-07,4.5894136494132e-06,2.25745875524506e-06,3298,"tags=33%, list=25%, signal=26%","Lamb1/Vegfb/Pml/Mapk10/Hey1/Notch1/Mmp9/Igf2/Runx1t1/Dll4/Plcb1/Igf1r/Rps6kb2/Camk2g/Stat2/Wnt5b/Epor/Plekhg5/Il6st/Bcl2l11/Wnt10a/Fzd3/Tert/Arhgef12/Gng11/Traf3/Birc3/Fgf7/Plcg1/Fzd10/Lpar1/Lpar6/Tgfbr2/Lamc1/Crebbp/Il12a/Ets1/Fgfr2/Il12rb2/Lpar3/Il15/Il23a/Notch4/Cbl/Il3ra/Apc2/Pim1/Notch2/Faslg/Fzd2/Ret/Notch3/Pgf/Tcf7l1/Fzd4/Spi1/Arnt2/Wnt5a/Rassf5/Pld2/Csf2ra/Ptger1/Mitf/Flt4/Pdgfb/Shh/Ctnna2/Adcy2/Lef1/Rasgrp3/Ptch1/Lama5/Fgfr1/Fgf9/Csf1r/Flt3/Lamb2/Hmox1/Gsta6/Cxcr4/Tgfb3/Prkcb/Ptger2/Bmp4/F2rl3/Prkcg/Csf2rb/Fgf20/Kif7/Hgf/Il6r/Lama4/Nos2/Mmp2/Dll1/Fn1/Col4a2/Csf3r/Gnb4/Col4a1/Il2rg/Bdkrb2/Cxcl12/Tgfb2/Agtr1a/Wnt6/Esr2/Adcy5/Vegfa/Ptgs2/Akt3/F2r/Pdgfra/Il2ra/Il2rb/Ednrb/Lama2/Il7r/Adcy8/Gli2/Adcy7/Heyl/Il23r/Col4a3/Pik3cd/Wnt4/Igf1/Plcb2/Pdgfrb/Wnt2b/Ncoa4/Bdkrb1/Itga2b/Gli3/Rasgrp4/Ednra/Col4a5/Adcy4/Hhip/Fgf10/Rasgrp2/Col4a6/Il12rb1/Gng8/Lama1/Fgf2/Cdkn2a/Gli1"
"rno04512","rno04512","ECM-receptor interaction",67,-0.64421216984702,-1.9580830960647,5.11015979058413e-07,5.65641825095691e-06,2.78230115639789e-06,1988,"tags=51%, list=15%, signal=43%","Fras1/Col9a3/Cd36/Thbs1/Lama5/Vwf/Thbs2/Lamb2/Itga11/Sv2a/Itga1/Thbs3/Itgb3/Lama4/Fn1/Col4a2/Itga8/Col4a1/Col1a2/Itga9/Lama2/Col6a3/Itga4/Col1a1/Col4a3/Col6a2/Tnn/Col6a1/Itga2b/Col4a5/Col6a4/Col4a6/Lama1/Col6a5"
"rno03420","rno03420","Nucleotide excision repair",55,0.518527780242179,2.3525878220987,5.59006582776074e-07,5.98137043570399e-06,2.94213990934776e-06,4162,"tags=65%, list=31%, signal=45%","Pcna/Polr2f/Rfc3/Polr2i/Gtf2h5/Ccnh/Rfc5/Pole3/Cetn2/Rpa3/Rpa1/Polr2e/Pold2/Polr2g/Pole2/Polr2j/Rfc2/Polr2b/Rpa2/Mnat1/Gtf2h3/Pold1/Ercc1/Ddb2/Rfc4/Gtf2h4/Rad23b/Polr2c/Pole4/Rad23a/Pold3/Cdk7/Lig1/Polr2k/Polr2m/Ddb1"
"rno04658","rno04658","Th1 and Th2 cell differentiation",72,-0.622099752382274,-1.90282379852947,8.82432085590562e-07,8.92985786539796e-06,4.39245345076142e-06,3265,"tags=49%, list=24%, signal=37%","Mapk10/Notch1/Dll4/Nfatc2/RT1-DMb/Maml3/Plcg1/Il12a/Il12rb2/Mapk12/Notch2/Notch3/Lck/RT1-DOa/RT1-Da/Maf/Mapk11/RT1-Bb/RT1-Ba/Dll1/Il2rg/Il2ra/Il2rb/Prkcq/Rbpjl/Cd3d/Runx3/Cd247/RT1-Db1/Gata3/Lat/Zap70/Cd3e/Il12rb1/RT1-DOb"
"rno04080","rno04080","Neuroactive ligand-receptor interaction",132,-0.546220825274872,-1.72436539350636,8.90203899354314e-07,8.92985786539796e-06,4.39245345076142e-06,2624,"tags=44%, list=20%, signal=36%","Lpar1/Lpar6/Aplnr/Adora2a/Grik4/Lpar3/Calca/Adora3/Gzma/Lepr/C3ar1/Gpha2/Ptger1/Grik5/Galr2/Tbxa2r/S1pr4/F2rl2/Calcrl/Tac1/Gabrb3/P2rx7/S1pr1/P2ry13/Ptger2/F2rl3/Glp2r/P2rx2/Gipr/Chrne/Bdkrb2/Pth1r/Agtr1a/C3/F2r/Ednrb/Gria3/Vipr2/Avpr1a/Nmur1/Cnr2/Npy/Cysltr1/P2ry14/P2rx1/Adm/P2ry10/Ptgir/Bdkrb1/Gabbr1/Ednra/P2ry4/Gnrh1/Apln/S1pr3/Cnr1/Sstr3/Gabre"
"rno03013","rno03013","Nucleocytoplasmic transport",95,0.410667799479292,2.07805235264024,9.50843702999415e-07,9.24911602008522e-06,4.54949140191108e-06,3522,"tags=41%, list=26%, signal=31%","Eef1a2/Magohb/Magoh/Alyref/Kpna2/Nup93/Ran/Nup43/Rbm8a/Nup107/Thoc7/Nup133/Sap18/Ndc1/Rangap1/Nup50/Eif4a3/Thoc3/Nup35/Kpnb1/Phax/Nup85/Nxt1/Nup37/Rae1/Rnps1/Tnpo3/Ipo5/Snupn/Eef1a1/Nmd3/Sec13/Xpo1/Upf3a/Ipo8/Ncbp1/Cse1l/Sumo1/Nup155"
